timestamp,service_name,metric_name,value
1692569000,recommendationservice,cpu,15.0018
1692569060,recommendationservice,cpu,15.4481
1692569120,recommendationservice,cpu,14.5888
1692569180,recommendationservice,cpu,13.6641
1692569240,recommendationservice,cpu,14.318
1692569300,recommendationservice,cpu,13.5125
1692569360,recommendationservice,cpu,15.0902
1692569420,recommendationservice,cpu,17.0103
1692569480,recommendationservice,cpu,14.2617
1692569540,recommendationservice,cpu,14.0693
1692569600,recommendationservice,cpu,15.7348
1692569660,recommendationservice,cpu,15.5353
1692569720,recommendationservice,cpu,15.1581
1692569780,recommendationservice,cpu,13.6043
1692569840,recommendationservice,cpu,14.9561
1692569900,recommendationservice,cpu,16.043
1692569960,recommendationservice,cpu,12.9837
1692570020,recommendationservice,cpu,14.3136
1692570080,recommendationservice,cpu,12.1482
1692570140,recommendationservice,cpu,13.0657
1692570200,recommendationservice,cpu,12.2374
1692570260,recommendationservice,cpu,14.6474
1692570320,recommendationservice,cpu,13.0988
1692570380,recommendationservice,cpu,15.4069
1692570440,recommendationservice,cpu,15.2351
1692570500,recommendationservice,cpu,14.7196
1692570560,recommendationservice,cpu,11.2249
1692570620,recommendationservice,cpu,14.192
1692570680,recommendationservice,cpu,14.9272
1692570740,recommendationservice,cpu,15.17
1692569000,recommendationservice,mem,36.9397
1692569060,recommendationservice,mem,39.0445
1692569120,recommendationservice,mem,38.043
1692569180,recommendationservice,mem,38.3823
1692569240,recommendationservice,mem,42.1218
1692569300,recommendationservice,mem,38.3849
1692569360,recommendationservice,mem,39.935
1692569420,recommendationservice,mem,41.7688
1692569480,recommendationservice,mem,38.8328
1692569540,recommendationservice,mem,39.7766
1692569600,recommendationservice,mem,40.2209
1692569660,recommendationservice,mem,40.1276
1692569720,recommendationservice,mem,37.5499
1692569780,recommendationservice,mem,40.1523
1692569840,recommendationservice,mem,42.7176
1692569900,recommendationservice,mem,36.9057
1692569960,recommendationservice,mem,41.7188
1692570020,recommendationservice,mem,40.2387
1692570080,recommendationservice,mem,38.7171
1692570140,recommendationservice,mem,44.0008
1692570200,recommendationservice,mem,41.5245
1692570260,recommendationservice,mem,37.6014
1692570320,recommendationservice,mem,40.149
1692570380,recommendationservice,mem,41.1534
1692570440,recommendationservice,mem,39.6224
1692570500,recommendationservice,mem,41.3658
1692570560,recommendationservice,mem,39.867
1692570620,recommendationservice,mem,41.3345
1692570680,recommendationservice,mem,42.877
1692570740,recommendationservice,mem,38.6487
1692569000,recommendationservice,latency,0.051
1692569060,recommendationservice,latency,0.0477
1692569120,recommendationservice,latency,0.0506
1692569180,recommendationservice,latency,0.0441
1692569240,recommendationservice,latency,0.0471
1692569300,recommendationservice,latency,0.049
1692569360,recommendationservice,latency,0.0545
1692569420,recommendationservice,latency,0.0557
1692569480,recommendationservice,latency,0.0434
1692569540,recommendationservice,latency,0.046
1692569600,recommendationservice,latency,0.0532
1692569660,recommendationservice,latency,0.04
1692569720,recommendationservice,latency,0.0477
1692569780,recommendationservice,latency,0.0495
1692569840,recommendationservice,latency,0.0563
1692569900,recommendationservice,latency,0.0534
1692569960,recommendationservice,latency,0.0484
1692570020,recommendationservice,latency,0.0482
1692570080,recommendationservice,latency,0.0487
1692570140,recommendationservice,latency,0.0576
1692570200,recommendationservice,latency,0.0479
1692570260,recommendationservice,latency,0.0485
1692570320,recommendationservice,latency,0.0518
1692570380,recommendationservice,latency,0.0494
1692570440,recommendationservice,latency,0.049
1692570500,recommendationservice,latency,0.0444
1692570560,recommendationservice,latency,0.0499
1692570620,recommendationservice,latency,0.0478
1692570680,recommendationservice,latency,0.0558
1692570740,recommendationservice,latency,0.0533
1692569000,checkoutservice,cpu,14.9638
1692569060,checkoutservice,cpu,16.0026
1692569120,checkoutservice,cpu,14.4902
1692569180,checkoutservice,cpu,16.5782
1692569240,checkoutservice,cpu,14.9919
1692569300,checkoutservice,cpu,15.8751
1692569360,checkoutservice,cpu,13.0637
1692569420,checkoutservice,cpu,15.52
1692569480,checkoutservice,cpu,12.4677
1692569540,checkoutservice,cpu,11.947
1692569600,checkoutservice,cpu,14.5433
1692569660,checkoutservice,cpu,13.6501
1692569720,checkoutservice,cpu,15.2461
1692569780,checkoutservice,cpu,18.3671
1692569840,checkoutservice,cpu,13.7524
1692569900,checkoutservice,cpu,14.0641
1692569960,checkoutservice,cpu,15.3081
1692570020,checkoutservice,cpu,15.7395
1692570080,checkoutservice,cpu,14.7354
1692570140,checkoutservice,cpu,14.6911
1692570200,checkoutservice,cpu,16.0537
1692570260,checkoutservice,cpu,15.7799
1692570320,checkoutservice,cpu,13.4495
1692570380,checkoutservice,cpu,14.8812
1692570440,checkoutservice,cpu,15.0529
1692570500,checkoutservice,cpu,13.4183
1692570560,checkoutservice,cpu,15.3898
1692570620,checkoutservice,cpu,13.7131
1692570680,checkoutservice,cpu,16.4581
1692570740,checkoutservice,cpu,15.2891
1692569000,checkoutservice,mem,40.1786
1692569060,checkoutservice,mem,38.8179
1692569120,checkoutservice,mem,39.7628
1692569180,checkoutservice,mem,36.0045
1692569240,checkoutservice,mem,37.7372
1692569300,checkoutservice,mem,40.7257
1692569360,checkoutservice,mem,35.7429
1692569420,checkoutservice,mem,41.6932
1692569480,checkoutservice,mem,36.5078
1692569540,checkoutservice,mem,41.5135
1692569600,checkoutservice,mem,38.309
1692569660,checkoutservice,mem,41.558
1692569720,checkoutservice,mem,40.2619
1692569780,checkoutservice,mem,36.9263
1692569840,checkoutservice,mem,42.4983
1692569900,checkoutservice,mem,42.8834
1692569960,checkoutservice,mem,39.8684
1692570020,checkoutservice,mem,39.4522
1692570080,checkoutservice,mem,39.6803
1692570140,checkoutservice,mem,38.0497
1692570200,checkoutservice,mem,42.1972
1692570260,checkoutservice,mem,38.9142
1692570320,checkoutservice,mem,39.8976
1692570380,checkoutservice,mem,38.4134
1692570440,checkoutservice,mem,38.7479
1692570500,checkoutservice,mem,37.4445
1692570560,checkoutservice,mem,42.5141
1692570620,checkoutservice,mem,39.6918
1692570680,checkoutservice,mem,41.9318
1692570740,checkoutservice,mem,40.0266
1692569000,checkoutservice,latency,0.0465
1692569060,checkoutservice,latency,0.0484
1692569120,checkoutservice,latency,0.0472
1692569180,checkoutservice,latency,0.05
1692569240,checkoutservice,latency,0.0481
1692569300,checkoutservice,latency,0.0485
1692569360,checkoutservice,latency,0.0431
1692569420,checkoutservice,latency,0.046
1692569480,checkoutservice,latency,0.0583
1692569540,checkoutservice,latency,0.0466
1692569600,checkoutservice,latency,0.0447
1692569660,checkoutservice,latency,0.0517
1692569720,checkoutservice,latency,0.057
1692569780,checkoutservice,latency,0.0427
1692569840,checkoutservice,latency,0.0475
1692569900,checkoutservice,latency,0.0679
1692569960,checkoutservice,latency,0.0803
1692570020,checkoutservice,latency,0.0968
1692570080,checkoutservice,latency,0.1094
1692570140,checkoutservice,latency,0.1201
1692570200,checkoutservice,latency,0.138
1692570260,checkoutservice,latency,0.1549
1692570320,checkoutservice,latency,0.168
1692570380,checkoutservice,latency,0.1838
1692570440,checkoutservice,latency,0.2001
1692570500,checkoutservice,latency,0.2177
1692570560,checkoutservice,latency,0.2277
1692570620,checkoutservice,latency,0.2488
1692570680,checkoutservice,latency,0.2594
1692570740,checkoutservice,latency,0.2781
1692569000,frontend,cpu,16.2468
1692569060,frontend,cpu,16.3821
1692569120,frontend,cpu,14.3166
1692569180,frontend,cpu,17.2725
1692569240,frontend,cpu,13.1301
1692569300,frontend,cpu,16.2926
1692569360,frontend,cpu,15.7409
1692569420,frontend,cpu,16.3104
1692569480,frontend,cpu,17.8185
1692569540,frontend,cpu,17.2267
1692569600,frontend,cpu,13.2822
1692569660,frontend,cpu,12.467
1692569720,frontend,cpu,16.2253
1692569780,frontend,cpu,13.4775
1692569840,frontend,cpu,14.9814
1692569900,frontend,cpu,16.2596
1692569960,frontend,cpu,12.5343
1692570020,frontend,cpu,11.835
1692570080,frontend,cpu,15.3889
1692570140,frontend,cpu,15.0666
1692570200,frontend,cpu,14.6313
1692570260,frontend,cpu,15.0578
1692570320,frontend,cpu,13.7092
1692570380,frontend,cpu,12.7298
1692570440,frontend,cpu,14.75
1692570500,frontend,cpu,13.5424
1692570560,frontend,cpu,12.5348
1692570620,frontend,cpu,15.7585
1692570680,frontend,cpu,14.9079
1692570740,frontend,cpu,15.6098
1692569000,frontend,mem,38.0214
1692569060,frontend,mem,38.6839
1692569120,frontend,mem,38.0019
1692569180,frontend,mem,38.2267
1692569240,frontend,mem,40.3908
1692569300,frontend,mem,38.4341
1692569360,frontend,mem,40.7121
1692569420,frontend,mem,40.6795
1692569480,frontend,mem,44.0503
1692569540,frontend,mem,37.2144
1692569600,frontend,mem,41.7758
1692569660,frontend,mem,39.821
1692569720,frontend,mem,39.9719
1692569780,frontend,mem,37.1003
1692569840,frontend,mem,39.0796
1692569900,frontend,mem,41.4864
1692569960,frontend,mem,39.835
1692570020,frontend,mem,40.1621
1692570080,frontend,mem,39.4186
1692570140,frontend,mem,42.3091
1692570200,frontend,mem,39.9571
1692570260,frontend,mem,35.5992
1692570320,frontend,mem,38.6159
1692570380,frontend,mem,36.0624
1692570440,frontend,mem,33.4971
1692570500,frontend,mem,38.9398
1692570560,frontend,mem,42.6671
1692570620,frontend,mem,40.0942
1692570680,frontend,mem,37.6549
1692570740,frontend,mem,38.1186
1692569000,frontend,latency,0.0557
1692569060,frontend,latency,0.0508
1692569120,frontend,latency,0.0502
1692569180,frontend,latency,0.0497
1692569240,frontend,latency,0.0502
1692569300,frontend,latency,0.054
1692569360,frontend,latency,0.0528
1692569420,frontend,latency,0.0511
1692569480,frontend,latency,0.0448
1692569540,frontend,latency,0.0526
1692569600,frontend,latency,0.0466
1692569660,frontend,latency,0.0555
1692569720,frontend,latency,0.0436
1692569780,frontend,latency,0.0493
1692569840,frontend,latency,0.05
1692569900,frontend,latency,0.0434
1692569960,frontend,latency,0.0586
1692570020,frontend,latency,0.0573
1692570080,frontend,latency,0.0477
1692570140,frontend,latency,0.0539
1692570200,frontend,latency,0.0519
1692570260,frontend,latency,0.0369
1692570320,frontend,latency,0.0513
1692570380,frontend,latency,0.0497
1692570440,frontend,latency,0.0504
1692570500,frontend,latency,0.0446
1692570560,frontend,latency,0.0487
1692570620,frontend,latency,0.0491
1692570680,frontend,latency,0.0559
1692570740,frontend,latency,0.0517
1692569000,cartservice,cpu,14.9917
1692569060,cartservice,cpu,17.2935
1692569120,cartservice,cpu,14.1671
1692569180,cartservice,cpu,14.4159
1692569240,cartservice,cpu,12.2749
1692569300,cartservice,cpu,17.3537
1692569360,cartservice,cpu,16.4465
1692569420,cartservice,cpu,16.3753
1692569480,cartservice,cpu,16.0033
1692569540,cartservice,cpu,15.1652
1692569600,cartservice,cpu,15.3232
1692569660,cartservice,cpu,14.622
1692569720,cartservice,cpu,14.6946
1692569780,cartservice,cpu,15.0815
1692569840,cartservice,cpu,17.2677
1692569900,cartservice,cpu,15.8335
1692569960,cartservice,cpu,14.9123
1692570020,cartservice,cpu,14.1309
1692570080,cartservice,cpu,14.0475
1692570140,cartservice,cpu,17.4041
1692570200,cartservice,cpu,15.76
1692570260,cartservice,cpu,15.1013
1692570320,cartservice,cpu,14.4807
1692570380,cartservice,cpu,13.3364
1692570440,cartservice,cpu,14.8997
1692570500,cartservice,cpu,16.3105
1692570560,cartservice,cpu,14.4112
1692570620,cartservice,cpu,14.6591
1692570680,cartservice,cpu,14.6684
1692570740,cartservice,cpu,15.1644
1692569000,cartservice,mem,36.814
1692569060,cartservice,mem,39.5292
1692569120,cartservice,mem,38.2912
1692569180,cartservice,mem,41.7692
1692569240,cartservice,mem,38.4588
1692569300,cartservice,mem,41.1541
1692569360,cartservice,mem,43.0489
1692569420,cartservice,mem,39.3728
1692569480,cartservice,mem,38.7968
1692569540,cartservice,mem,40.3829
1692569600,cartservice,mem,39.0064
1692569660,cartservice,mem,45.5155
1692569720,cartservice,mem,46.7971
1692569780,cartservice,mem,50.8191
1692569840,cartservice,mem,52.8931
1692569900,cartservice,mem,56.5945
1692569960,cartservice,mem,62.5244
1692570020,cartservice,mem,65.0534
1692570080,cartservice,mem,67.8033
1692570140,cartservice,mem,70.1468
1692570200,cartservice,mem,76.4791
1692570260,cartservice,mem,77.5579
1692570320,cartservice,mem,81.4958
1692570380,cartservice,mem,85.2947
1692570440,cartservice,mem,89.2967
1692570500,cartservice,mem,92.4598
1692570560,cartservice,mem,95.916
1692570620,cartservice,mem,101.3709
1692570680,cartservice,mem,103.0558
1692570740,cartservice,mem,106.888
1692569000,cartservice,latency,0.0403
1692569060,cartservice,latency,0.043
1692569120,cartservice,latency,0.0543
1692569180,cartservice,latency,0.0535
1692569240,cartservice,latency,0.0493
1692569300,cartservice,latency,0.0414
1692569360,cartservice,latency,0.0481
1692569420,cartservice,latency,0.0466
1692569480,cartservice,latency,0.0532
1692569540,cartservice,latency,0.0613
1692569600,cartservice,latency,0.0511
1692569660,cartservice,latency,0.0461
1692569720,cartservice,latency,0.0441
1692569780,cartservice,latency,0.0497
1692569840,cartservice,latency,0.0491
1692569900,cartservice,latency,0.0442
1692569960,cartservice,latency,0.0506
1692570020,cartservice,latency,0.0442
1692570080,cartservice,latency,0.0556
1692570140,cartservice,latency,0.0553
1692570200,cartservice,latency,0.0554
1692570260,cartservice,latency,0.0476
1692570320,cartservice,latency,0.0526
1692570380,cartservice,latency,0.0493
1692570440,cartservice,latency,0.0481
1692570500,cartservice,latency,0.0483
1692570560,cartservice,latency,0.0435
1692570620,cartservice,latency,0.0428
1692570680,cartservice,latency,0.054
1692570740,cartservice,latency,0.049
1692569000,paymentservice,cpu,15.3246
1692569060,paymentservice,cpu,16.5026
1692569120,paymentservice,cpu,12.4003
1692569180,paymentservice,cpu,13.8238
1692569240,paymentservice,cpu,15.263
1692569300,paymentservice,cpu,15.5881
1692569360,paymentservice,cpu,14.4344
1692569420,paymentservice,cpu,16.5438
1692569480,paymentservice,cpu,15.3156
1692569540,paymentservice,cpu,13.1799
1692569600,paymentservice,cpu,13.6039
1692569660,paymentservice,cpu,16.2082
1692569720,paymentservice,cpu,15.6957
1692569780,paymentservice,cpu,12.1514
1692569840,paymentservice,cpu,17.0216
1692569900,paymentservice,cpu,15.897
1692569960,paymentservice,cpu,17.015
1692570020,paymentservice,cpu,14.4244
1692570080,paymentservice,cpu,14.5564
1692570140,paymentservice,cpu,13.3103
1692570200,paymentservice,cpu,18.8054
1692570260,paymentservice,cpu,14.7368
1692570320,paymentservice,cpu,17.3813
1692570380,paymentservice,cpu,14.0291
1692570440,paymentservice,cpu,15.2458
1692570500,paymentservice,cpu,12.493
1692570560,paymentservice,cpu,14.4257
1692570620,paymentservice,cpu,16.4756
1692570680,paymentservice,cpu,13.1224
1692570740,paymentservice,cpu,16.6083
1692569000,paymentservice,mem,40.6745
1692569060,paymentservice,mem,37.9121
1692569120,paymentservice,mem,38.9968
1692569180,paymentservice,mem,39.0819
1692569240,paymentservice,mem,39.901
1692569300,paymentservice,mem,38.9277
1692569360,paymentservice,mem,38.3454
1692569420,paymentservice,mem,39.3908
1692569480,paymentservice,mem,37.9462
1692569540,paymentservice,mem,37.4209
1692569600,paymentservice,mem,39.9036
1692569660,paymentservice,mem,41.7657
1692569720,paymentservice,mem,36.9413
1692569780,paymentservice,mem,40.007
1692569840,paymentservice,mem,38.7001
1692569900,paymentservice,mem,38.0457
1692569960,paymentservice,mem,41.7069
1692570020,paymentservice,mem,38.9637
1692570080,paymentservice,mem,42.9966
1692570140,paymentservice,mem,38.4403
1692570200,paymentservice,mem,40.773
1692570260,paymentservice,mem,39.5454
1692570320,paymentservice,mem,38.492
1692570380,paymentservice,mem,41.1754
1692570440,paymentservice,mem,39.69
1692570500,paymentservice,mem,41.2064
1692570560,paymentservice,mem,39.9054
1692570620,paymentservice,mem,37.8284
1692570680,paymentservice,mem,39.7959
1692570740,paymentservice,mem,40.1039
1692569000,paymentservice,latency,0.0548
1692569060,paymentservice,latency,0.0455
1692569120,paymentservice,latency,0.0498
1692569180,paymentservice,latency,0.0414
1692569240,paymentservice,latency,0.0533
1692569300,paymentservice,latency,0.0446
1692569360,paymentservice,latency,0.041
1692569420,paymentservice,latency,0.0497
1692569480,paymentservice,latency,0.0555
1692569540,paymentservice,latency,0.0424
1692569600,paymentservice,latency,0.0446
1692569660,paymentservice,latency,0.0463
1692569720,paymentservice,latency,0.0444
1692569780,paymentservice,latency,0.0519
1692569840,paymentservice,latency,0.046
1692569900,paymentservice,latency,0.0464
1692569960,paymentservice,latency,0.0529
1692570020,paymentservice,latency,0.0462
1692570080,paymentservice,latency,0.0522
1692570140,paymentservice,latency,0.0451
1692570200,paymentservice,latency,0.0439
1692570260,paymentservice,latency,0.0408
1692570320,paymentservice,latency,0.0593
1692570380,paymentservice,latency,0.0484
1692570440,paymentservice,latency,0.0512
1692570500,paymentservice,latency,0.0498
1692570560,paymentservice,latency,0.0508
1692570620,paymentservice,latency,0.0502
1692570680,paymentservice,latency,0.0595
1692570740,paymentservice,latency,0.0448
